,sunlight,temperature,precipitation,weather
2024/11/16 8:00,0,7.7,0,8
2024/11/16 9:00,0,8.5,0,4
2024/11/16 10:00,0.8,12.3,0,4
2024/11/16 11:00,0.9,18.1,0,2
2024/11/16 12:00,0.8,17.8,0,4
2024/11/16 13:00,0,18.8,0,4
2024/11/16 14:00,0,18.6,0,4
2024/11/16 15:00,0,17.8,0,4
2024/11/16 16:00,0,17.3,0,4
2024/11/16 17:00,0,17,0,4
2024/11/16 18:00,0,16.7,0,4
2024/11/17 7:00,0,11,0,4
2024/11/17 8:00,0,12.2,0,4
2024/11/17 9:00,0,13.1,0,4
2024/11/17 10:00,0.3,15.8,0,2
2024/11/17 11:00,1,17.5,0,2
2024/11/17 12:00,0.6,19.2,0,2
2024/11/17 13:00,0.9,22,0,2
2024/11/17 14:00,0.6,21.7,0,4
2024/11/17 15:00,0.2,21.8,0,4
2024/11/17 16:00,0,20.3,0,4
2024/11/17 17:00,0,19.2,0,4
2024/11/17 18:00,0,16.7,0,10
2024/11/18 7:00,0,7.6,0,4
2024/11/18 8:00,0,7.5,0,4
2024/11/18 9:00,0,7.7,0,4
2024/11/18 10:00,0.1,8.6,0,4
2024/11/18 11:00,0.2,9.5,0,4
2024/11/18 12:00,0.5,9.1,0,2
2024/11/18 13:00,0.2,8.1,0,4
2024/11/18 14:00,0,7.7,0,4
2024/11/18 15:00,0,6.5,0,10
2024/11/18 16:00,0,5.5,0,10
2024/11/18 17:00,0,5.1,1,10
2024/11/18 18:00,0,5.1,0,10
2024/11/19 7:00,0,3.4,0,4
2024/11/19 8:00,0.1,4.3,0,4
2024/11/19 9:00,0,4.9,0,4
2024/11/19 10:00,0,4.5,0,4
2024/11/19 11:00,0,5.6,0,4
2024/11/19 12:00,0,5.5,0,4
2024/11/19 13:00,0.1,6,0,4
2024/11/19 14:00,0,6,0,4
2024/11/19 15:00,0,6.2,0,4
2024/11/19 16:00,0.2,5.8,0,4
2024/11/19 17:00,0,5,0,4
2024/11/19 18:00,0,4.9,0,4
2024/11/20 7:00,0,1.2,0,4
2024/11/20 8:00,0,1.4,0,4
2024/11/20 9:00,0,1.8,0,4
2024/11/20 10:00,0.3,3.3,0,4
2024/11/20 11:00,0.8,6.2,0,4
2024/11/20 12:00,0.3,7.1,0,4
2024/11/20 13:00,0.4,7.7,0,4
2024/11/20 14:00,0,8.8,0,4
2024/11/20 15:00,0,8.6,0,4
2024/11/20 16:00,0,8.4,0,4
2024/11/20 17:00,0,7.5,0,4
2024/11/20 18:00,0,7,0,4
2024/11/21 7:00,0,5.3,0,4
2024/11/21 8:00,0.4,6.6,0,4
2024/11/21 9:00,1,8.3,0,2
2024/11/21 10:00,1,10.3,0,2
2024/11/21 11:00,1,11.9,0,2
2024/11/21 12:00,1,14.2,0,2
2024/11/21 13:00,1,15.4,0,2
2024/11/21 14:00,0.5,14.5,0,4
2024/11/21 15:00,0.2,14.6,0,4
2024/11/21 16:00,0.5,12.5,0,4
2024/11/21 17:00,0,11.5,0,4
2024/11/21 18:00,0,11,0,4
2024/11/22 7:00,0,5.6,0,4
2024/11/22 8:00,0.3,8,0,10
2024/11/22 9:00,0,7.8,0.5,10
2024/11/22 10:00,0,8.3,0.5,10
2024/11/22 11:00,0,8.2,1,10
2024/11/22 12:00,0,8.4,0.5,10
2024/11/22 13:00,0,8.7,0.5,10
2024/11/22 14:00,0,8.8,0,10
2024/11/22 15:00,0,8.9,0,10
2024/11/22 16:00,0,8.1,0,10
2024/11/22 17:00,0,7.8,0.5,10
2024/11/22 18:00,0,7.8,0,10
2024/11/23 7:00,0,4.7,1,10
2024/11/23 8:00,0,5.3,0,10
2024/11/23 9:00,0,5.8,0,10
2024/11/23 10:00,0,6.8,0.5,10
2024/11/23 11:00,0,7.2,0,10
2024/11/23 12:00,0,7.1,0.5,10
2024/11/23 13:00,0,6.6,0.5,10
2024/11/23 14:00,0,6.9,0,10
2024/11/23 15:00,0,6.3,0,10
2024/11/23 16:00,0,5.9,0.5,10
2024/11/23 17:00,0,5.5,0,10
2024/11/23 18:00,0,4.9,0,10
2024/11/24 7:00,0,2.3,0,4
2024/11/24 8:00,0.4,4.7,0,2
2024/11/24 9:00,0.3,6,0,4
2024/11/24 10:00,0.7,8.4,0,2
2024/11/24 11:00,0.5,9,0,2
2024/11/24 12:00,0.9,9.9,0,2
2024/11/24 13:00,0.5,9.2,0,2
2024/11/24 14:00,0.1,8.8,0,4
2024/11/24 15:00,0.4,8.4,0,4
2024/11/24 16:00,0.1,7.1,0,4
2024/11/24 17:00,0,6.5,0,2
2024/11/24 18:00,0,6.4,0,2
2024/11/25 7:00,0,1.8,0,4
2024/11/25 8:00,0,3.2,0,2
2024/11/25 9:00,0.6,5.5,0,2
2024/11/25 10:00,1,8,0,2
2024/11/25 11:00,1,9.6,0,2
2024/11/25 12:00,0.8,11.8,0,2
2024/11/25 13:00,1,11.8,0,2
2024/11/25 14:00,1,12.2,0,2
2024/11/25 15:00,1,11.2,0,2
2024/11/25 16:00,0.9,9.9,0,2
2024/11/25 17:00,0.1,7.3,0,2
2024/11/25 18:00,0,5.7,0,2
2024/11/26 7:00,0,-1.7,0,12
2024/11/26 8:00,0,-1.2,0,8
2024/11/26 9:00,0,-0.2,0,8
2024/11/26 10:00,0.6,3.1,0,2
2024/11/26 11:00,1,7.3,0,2
2024/11/26 12:00,1,11.6,0,2
2024/11/26 13:00,0.6,14.4,0,4
2024/11/26 14:00,0,15.2,0,4
2024/11/26 15:00,0,14.6,0,4
2024/11/26 16:00,0,14.4,0,4
2024/11/26 17:00,0,13.6,0,4
2024/11/26 18:00,0,14,0,4
2024/11/27 7:00,0,10.9,0,4
2024/11/27 8:00,0,11.6,0,4
2024/11/27 9:00,0,12.1,0,4
2024/11/27 10:00,0,12.5,0,4
2024/11/27 11:00,0,13.2,0,4
2024/11/27 12:00,0.1,14.2,0,4
2024/11/27 13:00,0,13.5,0,4
2024/11/27 14:00,0,13.1,0,4
2024/11/27 15:00,0,12.4,0,4
2024/11/27 16:00,0,12.2,0,4
2024/11/27 17:00,0,11.7,0,4
2024/11/27 18:00,0,11.1,0,4
2024/11/28 7:00,0,7,0.5,10
2024/11/28 8:00,0,7.7,0,4
2024/11/28 9:00,0.1,7.2,0,10
2024/11/28 10:00,0.1,8.1,0,4
2024/11/28 11:00,0,7.3,0,4
2024/11/28 12:00,0,7.8,0,4
2024/11/28 13:00,0.3,9,0,2
2024/11/28 14:00,0,7.3,0,4
2024/11/28 15:00,0.2,7.4,0,10
2024/11/28 16:00,0.1,7.2,0,4
2024/11/28 17:00,0,6.5,0,2
2024/11/28 18:00,0,5.8,0,10
2024/11/29 7:00,0,0.8,0,8
2024/11/29 8:00,0,1,0,11
2024/11/29 9:00,0,2,1.5,10
2024/11/29 10:00,0,3.2,1.5,10
2024/11/29 11:00,0.1,3.7,1.5,10
2024/11/29 12:00,0.2,4.5,0.5,10
2024/11/29 13:00,0.1,5.1,0.5,10
2024/11/29 14:00,0,5.7,0,4
2024/11/29 15:00,0.1,6.2,0,4
2024/11/29 16:00,0,5.9,0,4
2024/11/29 17:00,0,5.2,0,4
2024/11/29 18:00,0,5.4,0,4
2024/11/30 7:00,0,1.1,2,11
2024/11/30 8:00,0,2.3,0.5,10
2024/11/30 9:00,0,2.8,0,10
2024/11/30 10:00,0,4.1,0.5,10
2024/11/30 11:00,0,5.3,0,10
2024/11/30 12:00,0,5.1,0.5,10
2024/11/30 13:00,0.1,5.2,0,10
2024/11/30 14:00,0.1,5.9,0.5,10
2024/11/30 15:00,0,5.4,0.5,10
2024/11/30 16:00,0,4.8,1.5,10
2024/11/30 17:00,0,4.7,0.5,10
2024/11/30 18:00,0,4.7,0.5,10
2024/12/01 7:00,0,5.1,1.5,10
2024/12/01 8:00,0,5.8,0,10
2024/12/01 9:00,0.1,6,0,10
2024/12/01 10:00,0,7,1,10
2024/12/01 11:00,0,7.4,0,10
2024/12/01 12:00,0,8.4,0,10
2024/12/01 13:00,0,8.6,0,4
2024/12/01 14:00,0,8.6,0,4
2024/12/01 15:00,0,8.3,0,10
2024/12/01 16:00,0,7.7,0,10
2024/12/01 17:00,0,7.6,0,4
2024/12/01 18:00,0,7.4,0,4
2024/12/02 7:00,0,5,0,4
2024/12/02 8:00,0,5.2,0,4
2024/12/02 9:00,0.5,5.7,0,4
2024/12/02 10:00,0.2,6.7,0,4
2024/12/02 11:00,0.8,7.8,0,2
2024/12/02 12:00,0.5,7.9,0,2
2024/12/02 13:00,1,8.7,0,2
2024/12/02 14:00,1,10.5,0,2
2024/12/02 15:00,1,11.3,0,2
2024/12/02 16:00,1,10,0,2
2024/12/02 17:00,0.1,7.7,0,2
2024/12/02 18:00,0,6.8,0,2
2024/12/03 7:00,0,2.1,0,8
2024/12/03 8:00,0,2.4,0,8
2024/12/03 9:00,0,2.5,0,4
2024/12/03 10:00,0,3.3,0,4
2024/12/03 11:00,0,4.8,0,4
2024/12/03 12:00,0.2,5.4,0,4
2024/12/03 13:00,0.4,7.2,0,2
2024/12/03 14:00,0.1,7.9,0,4
2024/12/03 15:00,0.3,8.7,0,2
2024/12/03 16:00,0.3,8.2,0,2
2024/12/03 17:00,0,7.5,0,4
2024/12/03 18:00,0,6.5,0,4
2024/12/04 7:00,0,7.6,0,10
2024/12/04 8:00,0,7.7,0.5,10
2024/12/04 9:00,0,7.9,0,10
2024/12/04 10:00,0,8.4,0,10
2024/12/04 11:00,0,8.2,0,10
2024/12/04 12:00,0,7.7,0,10
2024/12/04 13:00,0,8.4,0,4
2024/12/04 14:00,0.1,8.5,0,4
2024/12/04 15:00,0,7.7,0,4
2024/12/04 16:00,0,7.1,0,10
2024/12/04 17:00,0,5.9,0.5,10
2024/12/04 18:00,0,5.9,0,4
2024/12/05 7:00,0,3.9,0,10
2024/12/05 8:00,0,3.9,0.5,10
2024/12/05 9:00,0,4.1,0,4
2024/12/05 10:00,0,4.1,0,10
2024/12/05 11:00,0,4,0,10
2024/12/05 12:00,0,4.3,1,10
2024/12/05 13:00,0,4.7,0.5,10
2024/12/05 14:00,0,5.4,0.5,10
2024/12/05 15:00,0.1,6.3,0,10
2024/12/05 16:00,0,5.2,0,4
2024/12/05 17:00,0,4.6,0.5,10
2024/12/05 18:00,0,4.6,1,10
2024/12/06 7:00,0,1.6,0,2
2024/12/06 8:00,0.3,2.1,0,2
2024/12/06 9:00,0.1,2.5,0,4
2024/12/06 10:00,0.1,5.4,0.5,10
2024/12/06 11:00,0,5.2,1.5,10
2024/12/06 12:00,0,4.6,2.5,10
2024/12/06 13:00,0,4.4,1,10
2024/12/06 14:00,0,4.6,0,10
2024/12/06 15:00,0,4.1,0.5,10
2024/12/06 16:00,0,3.8,0,10
2024/12/06 17:00,0,3.8,0,10
2024/12/06 18:00,0,3.5,0,10
2024/12/07 7:00,0,1.5,0,4
2024/12/07 8:00,0,2.1,0,11
2024/12/07 9:00,0,2.3,0,4
2024/12/07 10:00,0,2.5,0,4
2024/12/07 11:00,0,3.3,0,4
2024/12/07 12:00,0,3.3,0,4
2024/12/07 13:00,0,3.7,0,4
2024/12/07 14:00,0,3.5,0,4
2024/12/07 15:00,0,3,0,4
2024/12/07 16:00,0,2.6,0,4
2024/12/07 17:00,0,2.4,0,4
2024/12/07 18:00,0,1.9,0,4
2024/12/08 7:00,0,0.1,0,11
2024/12/08 8:00,0,0,0.5,12
2024/12/08 9:00,0,0.5,0.5,11
2024/12/08 10:00,0,0.4,0.5,11
2024/12/08 11:00,0,0.8,0.5,11
2024/12/08 12:00,0,1.3,1,11
2024/12/08 13:00,0,1.6,0.5,11
2024/12/08 14:00,0,3,0,10
2024/12/08 15:00,0,2.2,0,11
2024/12/08 16:00,0,2.2,0.5,11
2024/12/08 17:00,0,1.9,0,4
2024/12/08 18:00,0,1.3,0,11
2024/12/09 7:00,0,-0.2,0,4
2024/12/09 8:00,0,0.9,0,4
2024/12/09 9:00,0,1.9,0,4
2024/12/09 10:00,0,3.1,0,4
2024/12/09 11:00,0,3.4,0,4
2024/12/09 12:00,0,4.5,0,4
2024/12/09 13:00,0,3.9,0,10
2024/12/09 14:00,0,5.5,0,4
2024/12/09 15:00,0.8,6.1,0,4
2024/12/09 16:00,0.2,4.7,0,4
2024/12/09 17:00,0,3.8,0,2
2024/12/09 18:00,0,3.1,0,10
2024/12/10 7:00,0,0.7,0,2
2024/12/10 8:00,0.1,1.3,0,2
2024/12/10 9:00,0.6,4.4,0,2
2024/12/10 10:00,0.7,6.5,0,2
2024/12/10 11:00,0.6,8.3,0,2
2024/12/10 12:00,0.2,7.5,0,4
2024/12/10 13:00,0.9,9.1,0,2
2024/12/10 14:00,0.8,8.8,0,2
2024/12/10 15:00,0.4,7,0,4
2024/12/10 16:00,0.2,6.1,0,4
2024/12/10 17:00,0,5,0,2
2024/12/10 18:00,0,3.8,0,2
2024/12/11 7:00,0,5.2,0,4
2024/12/11 8:00,0,5,0,4
2024/12/11 9:00,0.6,6.4,0,4
2024/12/11 10:00,0.1,4.7,0,10
2024/12/11 11:00,0,5.7,0,4
2024/12/11 12:00,0,5.7,0,10
2024/12/11 13:00,0,5.1,0,4
2024/12/11 14:00,0,4.4,0,4
2024/12/11 15:00,0.1,4.1,0,4
2024/12/11 16:00,0,2.9,0,11
2024/12/11 17:00,0,1.9,0,11
2024/12/11 18:00,0,1.9,0,12
2024/12/12 7:00,0,-0.2,0,2
2024/12/12 8:00,0.1,0.7,0,4
2024/12/12 9:00,0,1.8,0,4
2024/12/12 10:00,0.1,3.8,0,4
2024/12/12 11:00,0.9,4.5,0,2
2024/12/12 12:00,0.8,4.5,0,2
2024/12/12 13:00,0.3,3.9,0,4
2024/12/12 14:00,0.7,4.1,0,11
2024/12/12 15:00,0.2,1.8,0,12
2024/12/12 16:00,0.4,2.2,0,2
2024/12/12 17:00,0,1.8,0,2
2024/12/12 18:00,0,1.5,0,2
2024/12/13 7:00,0,-0.7,0,12
2024/12/13 8:00,0,-0.3,0,12
2024/12/13 9:00,0,0.2,0,12
2024/12/13 10:00,0,0.9,0,11
2024/12/13 11:00,0,1.6,0,11
2024/12/13 12:00,0,2.6,0,4
2024/12/13 13:00,0,3.1,0,4
2024/12/13 14:00,0,3.3,0,4
2024/12/13 15:00,0,3.5,0,4
2024/12/13 16:00,0.1,3.3,0,4
2024/12/13 17:00,0,2.4,0,4
2024/12/13 18:00,0,2.6,0,4
2024/12/14 7:00,0,0,0,2
2024/12/14 8:00,0,1.1,0,4
2024/12/14 9:00,0,2.5,0,4
2024/12/14 10:00,0.1,4.1,0,4
2024/12/14 11:00,1,5.6,0,2
2024/12/14 12:00,0.7,5.8,0,4
2024/12/14 13:00,0.2,2.6,1,11
2024/12/14 14:00,0.2,2.1,0,11
2024/12/14 15:00,0.9,3.9,0,2
2024/12/14 16:00,0.1,2.3,0,12
2024/12/14 17:00,0,1.8,0,12
2024/12/14 18:00,0,0.9,0,2
2024/12/15 7:00,0,0,0,12
2024/12/15 8:00,0.5,1.3,0,2
2024/12/15 9:00,0.3,1.3,0,4
2024/12/15 10:00,1,3.5,0,2
2024/12/15 11:00,0.6,4.2,0,2
2024/12/15 12:00,0.2,4.5,0,4
2024/12/15 13:00,0,3.7,0,10
2024/12/15 14:00,0.2,4.8,0,10
2024/12/15 15:00,0.6,7,0,4
2024/12/15 16:00,0.1,2.4,0,10
2024/12/15 17:00,0,2.3,0,10
2024/12/15 18:00,0,2.8,0,10
2024/12/16 7:00,0,1.1,0,4
2024/12/16 8:00,0,1.6,0,4
2024/12/16 9:00,0.1,2.3,0,4
2024/12/16 10:00,0.2,2.6,0,4
2024/12/16 11:00,0.3,4.4,0,4
2024/12/16 12:00,0.9,4.9,0,2
2024/12/16 13:00,0.5,5,0,4
2024/12/16 14:00,0,4.4,0,4
2024/12/16 15:00,0,3.7,0,11
2024/12/16 16:00,0,3.4,0,11
2024/12/16 17:00,0,3,0,11
2024/12/16 18:00,0,2.4,0,4
2024/12/17 7:00,0,0.6,0,11
2024/12/17 8:00,0,0.6,0,11
2024/12/17 9:00,0,1.4,0,4
2024/12/17 10:00,0,2.2,0,4
2024/12/17 11:00,0,3.2,0,4
2024/12/17 12:00,0,3.3,0,10
2024/12/17 13:00,0,3.7,0,4
2024/12/17 14:00,0,4,0,10
2024/12/17 15:00,0,2.7,0.5,10
2024/12/17 16:00,0,2,0.5,11
2024/12/17 17:00,0,1.2,0.5,11
2024/12/17 18:00,0,1.3,0.5,11
2024/12/18 7:00,0,0.9,0,11
2024/12/18 8:00,0,1.4,0,4
2024/12/18 9:00,0,1.7,0,11
2024/12/18 10:00,0,2.6,0,4
2024/12/18 11:00,0.1,3.2,0,4
2024/12/18 12:00,0.4,3,0,4
2024/12/18 13:00,0,3.3,0,4
2024/12/18 14:00,0,2.7,0,4
2024/12/18 15:00,0,2.5,0,4
2024/12/18 16:00,0.2,2,0,4
2024/12/18 17:00,0,1.7,0,4
2024/12/18 18:00,0,1.3,0,4
2024/12/19 7:00,0,-2.1,0,2
2024/12/19 8:00,0,-2.1,0,4
2024/12/19 9:00,0,-1.1,0,4
2024/12/19 10:00,0.6,0.4,0,4
2024/12/19 11:00,1,1.1,0,2
2024/12/19 12:00,1,2.1,0,2
2024/12/19 13:00,1,3,0,2
2024/12/19 14:00,0.8,3.9,0,4
2024/12/19 15:00,0.1,2.7,0,4
2024/12/19 16:00,0,2.2,0,4
2024/12/19 17:00,0,1.3,0,2
2024/12/19 18:00,0,0.9,0,2
2024/12/20 7:00,0,2.8,0,11
2024/12/20 8:00,0,3.2,0,4
2024/12/20 9:00,0,4.3,0,4
2024/12/20 10:00,0.2,6.1,0,4
2024/12/20 11:00,1,7.4,0,2
2024/12/20 12:00,0.8,7.2,0,2
2024/12/20 13:00,0.8,7.1,0,2
2024/12/20 14:00,0.9,6.5,0,2
2024/12/20 15:00,0.2,6.7,0,4
2024/12/20 16:00,0.3,5.6,0,4
2024/12/20 17:00,0,4.6,0,4
2024/12/20 18:00,0,2.7,0,4
